"Account","Last Update","OwnerId","ItemId","ItemIdHex","Character Name","Location","Tab","Row","Column","WeenieId","Item Type","Bag Name","Quantity","Binding","Item Name","Description","Minimum Level","Hardness","Item Type","Proficiency","Weapon Type","Armor Type","Item Sub Type","EquipToFlags","Equips To","Plat Value","Gold Value","Silver Value","Copper Value","Bonus Set","Set Description"
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091361564585","030B0013ACD427A9","Darkfaver","Inventory","2","3","3","1879243390","Undef","","1","BoundToCharacter","Cleric, Lvl 10 Contract: Fayden Maeleth","As a follower of the Undying Court, Fayden’s abilities are sought after by many potential clients. (Elf Cleric 10) (Available Commands: Cure Critical Wounds, Flame Strike, Turn Undead, Raise Dead)\n\nOnce used, hireling contracts expire and vanish after 1 hour.  (This timer pauses while you are in public areas or logged out.)  If you dismiss hirelings you must wait 5 minutes before resummoning them. Unlike Gold Seal Hireling Contracts, regular contracts can only be used to summon hirelings at the entrance of a quest.","10","1000","Contract","","","","","0","","0","1","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269087136872600","030B0012B1047898","Darkfaver","Inventory","1","2","1","1879152000","Undef","","0","","Skirmish Chainmail","This well-made armor protects your torso while leaving your limbs free and mobile. It includes a layer of quilted fabric worn underneath to prevent chafing and to cushion the impact of blows. Several layers of mail are hung over vital areas.","4","9","Armor","","","Light","","8","Armor","1600","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269088216166950","030B0012F1593226","Darkfaver","Inventory","2","2","1","1879151995","Undef","","0","","Skirmish Leather","The breastplate and shoulder protectors of this well-made armor are made of leather that has been stiffened by being boiled in oil. The rest of the armor is made of softer and more flexible leather.","6","8","Armor","","","Light","","8388616","Armor","2400","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091421036002","030B0013B05F9DE2","Darkfaver","Inventory","1","4","4","1879214623","Undef","","12","","Bigby's Red Guiding Hands","Cast Bigby's Pointing Finger:\n\nCreates a glowing, pointing finger at the location of the caster, pointing in the direction the caster is facing. Marks the map with an X of the same color.\n\n(Once placed, lasts for an hour and cannot be moved or dismissed.)","1","0","Potion","","","","","0","","5","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269090533824968","030B00137B7DD9C8","Darkfaver","Inventory","2","1","5","1879080450","Undef","","0","","Wand of Shield","A smooth mahogany wand containing multiple charges of Shield.","1","5","Wand","","","","","8192","Main Hand","75","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091894496795","030B0013CC980E1B","Darkfaver","Equipped","205","4","1","1879057721","Random","","0","","Flowing Boots of Feather Falling","","10","2","Clothing","","","","","4096","Feet","4000","1","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269090625574200","030B001380F5D538","Darkfaver","Inventory","1","2","5","1879080467","Undef","","0","","Wand of Resist Energy (11th)","A smooth mahogany wand containing multiple charges of Resist Energy.","11","5","Wand","","","","","8192","Main Hand","4950","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269088772603148","030B00131283BD0C","Darkfaver","Inventory","1","1","2","1879059278","Undef","","0","","Helm","A helmet covers and protects the head.","5","10","Clothing","","","","","2","Head","2000","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269090619145307","030B00138093BC5B","Darkfaver","Inventory","1","4","3","1879055202","Undef","","0","","Wand of Owl's Wisdom","A smooth mahogany wand containing multiple charges of Owl's Wisdom.","3","5","Wand","","","","","8192","Main Hand","450","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269090587017484","030B00137EA9810C","Darkfaver","Inventory","1","3","5","1879055212","Undef","","0","","Wand of Detect Secret Doors","A gnarled wooden wand containing multiple charges of Detect Secret Doors.","1","5","Wand","","","","","8192","Main Hand","75","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091359289448","030B0013ACB17068","Darkfaver","Inventory","1","1","1","1879051601","Vendor","","100","","Small Candles","Level 1 Cleric/Favored Soul Material Component","0","5","Component","","","","","0","","0","0","0","5","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091957152409","030B0013D0541A99","Darkfaver","Equipped","838861","4","1","1879258919","Undef","","0","BoundToAccount","Borderlands Warrior Cloak","Cosmetic Cloak: This is the cloak of the Borderlands Warrior set.","0","0","Armor","","","","","16777216","Cosmetic Cloak","0","0","0","1","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091762758005","030B0013C4BDE175","Darkfaver","Inventory","2","1","3","1879082018","Named","","1","","Medium Gem Bag","A medium enchanted bag that can hold up to 12 different types of gems.","0","100","BagOfSingletons","","","","","0","","7500","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269090803613393","030B00138B927ED1","Darkfaver","Inventory","1","1","4","1879151995","Undef","","0","","Skirmish Leather","The breastplate and shoulder protectors of this well-made armor are made of leather that has been stiffened by being boiled in oil. The rest of the armor is made of softer and more flexible leather.","6","8","Armor","","","Light","","8388616","Armor","2400","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269090634835786","030B00138183274A","Darkfaver","Inventory","2","1","4","1879080474","Undef","","0","","Wand of Expeditious Retreat (5th)","A smooth mahogany wand containing multiple charges of Expeditious Retreat.","5","5","Wand","","","","","8192","Main Hand","1125","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269087556390211","030B0012CA05CD43","Darkfaver","Inventory","2","2","4","1879151995","Undef","","0","","Skirmish Leather","The breastplate and shoulder protectors of this well-made armor are made of leather that has been stiffened by being boiled in oil. The rest of the armor is made of softer and more flexible leather.","8","8","Armor","","","Light","","8388616","Armor","3200","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269090614866446","030B00138052720E","Darkfaver","Inventory","2","4","2","1879169795","Undef","","1","","Ruby of Magnetism 38","Drag this augment into a slot to upgrade a weapon with a +38 Equipment bonus to Electric Spell Power. This augment can go in a Red, Orange, or Purple Augment Slot.","1","0","Augment","","","","","0","","300","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269090555814376","030B00137CCD61E8","Darkfaver","Inventory","2","3","2","1879080535","Undef","","0","","Wand of Blur","A smooth mahogany wand containing multiple charges of Blur.","3","5","Wand","","","","","8192","Main Hand","450","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091668276901","030B0013BF1C36A5","Darkfaver","Inventory","1","2","4","1879214622","Undef","","16","","Bigby's White Guiding Hands","Cast Bigby's Pointing Finger:\n\nCreates a glowing, pointing finger at the location of the caster, pointing in the direction the caster is facing. Marks the map with an X of the same color.\n\n(Once placed, lasts for an hour and cannot be moved or dismissed.)","1","0","Potion","","","","","0","","5","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269085176491338","030B00123C2B6D4A","Darkfaver","Inventory","2","2","3","1879152003","Undef","","0","","Spiritcraft Leather","The breastplate and shoulder protectors of this exquisite armor are made of leather that has been stiffened by being boiled in oil. The rest of the armor is made of softer and more flexible leather. Spiritcraft armor is fashioned with materials gathered from places of great power, worked by ancient techniques.","8","8","Armor","","","Light","","8388616","Armor","3200","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091957155565","030B0013D05426ED","Darkfaver","Inventory","2","4","3","1879089183","Undef","","1","","Dust of Disjunction","This dry, dark blue dust is imbued with powerful anti-magic properties that are activated by usage in deconstruction crafting devices.\n\nWhen combined in a crafting device with a magical item, the item will be stripped of all magical effects and qualities, but will then be keyed for further crafting.  The dust basically produces a blank slate on which to craft new magical effects.\n\nNote: The item's material, such as silver or adamantine, as well as guild augment slots (if any), are not removed by this dust.  They are intrinsically part of the item and remain after disjunction.\n\nYou can purchase Dust of Disjunction at a crafting vendor.","0","0","Ingredient","","","","","0","","21","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269085798223055","030B0012613A4CCF","Darkfaver","Inventory","2","2","5","1879151998","Undef","","0","","Spiritcraft Chainmail","This exquisite armor protects your torso while leaving your limbs free and mobile. It includes a layer of quilted fabric worn underneath to prevent chafing and to cushion the impact of blows. Several layers of mail are hung over vital areas. Spiritcraft armor is fashioned with materials gathered from places of great power, worked by ancient techniques.","6","9","Armor","","","Light","","8","Armor","2400","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091957152574","030B0013D0541B3E","Darkfaver","Equipped","209716","1","4","1879264369","Undef","","0","BoundToAccount","Winter Eladrin Plate Crown","Cosmetic Headwear: An ornate, black crown set with blue crystals as cold as ice.","0","0","Armor","","","","","4194304","Cosmetic Helmet","0","0","0","1","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269088488560996","030B001301959964","Darkfaver","Inventory","2","2","2","1879151995","Undef","","0","","Skirmish Leather","The breastplate and shoulder protectors of this well-made armor are made of leather that has been stiffened by being boiled in oil. The rest of the armor is made of softer and more flexible leather.","8","8","Armor","","","Light","","8388616","Armor","3200","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091957152578","030B0013D0541B42","Darkfaver","Inventory","3","2","3","1879264732","Named","","1","BoundToCharacter","Tome of Destiny +1 (Feywild)","Entwined with the words of this thick book is a powerful magical effect that grants a permanent +1 Point to spend in your Epic Destinies.\n\nThis effect will not stack with other (Feywild) Tomes of Destiny, but will with Tomes of Destiny from other sources.\nTo use this tome, you must be in a place in which you can modify your destiny (such as talking to a Fatespinner)","20","1","Jewelry","","","","","0","","2650","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091359290470","030B0013ACB17466","Darkfaver","Equipped","410","3","2","1879145364","Named","","0","BoundToAccount","+5 Starter Shortsword","The smallest of the swords, light enough to be used as an offhand weapon but too large to be considered a dagger. This appears to have an emblem that has been sanded off the hilt.","10","10","Weapon","Martial","Shortsword","","Shortsword","24576","Main Hand,Off Hand","4001","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269090555815257","030B00137CCD6559","Darkfaver","Inventory","1","2","3","1879080401","Undef","","0","","Wand of Burning Hands (3rd)","A thin rod of blackened wood containing multiple charges of Burning Hands.","3","5","Wand","","","","","8192","Main Hand","450","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091762758213","030B0013C4BDE245","Darkfaver","Inventory","2","1","2","1879082017","Named","","1","","Medium Collectables Bag","A medium bag enchanted to hold various small artifacts and plants useful to collectors. This bag can hold 30 different types of items","0","100","BagOfSingletons","","","","","0","","7500","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091361197649","030B0013ACCE8E51","Darkfaver","Inventory","1","1","5","1879243416","Undef","","1","BoundToAccount","Bottle of Mist","Mist swirls within this tiny bottle, filling you with dread. \n\nIf you have not yet completed the quest \qInto the Mists\q this life, this item will place you in House Jorasco near the entrance to that quest. Otherwise, this item will send you directly to the Blood on the Vine Tavern in Barovia.\n\nThis item has a one-minute cooldown as the mists gather back into the bottle.","1","0","Potion","","","","","0","","300","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091361197656","030B0013ACCE8E58","Darkfaver","Inventory","1","3","2","1879253110","Undef","","1","BoundToAccount","Boarding Pass: Sharn","Present your papers, please, and be granted entrance to the city of Sharn! \n\nThis item will send you to one of four locations in Sharn, the City of Towers.\n\nThis item has a one-minute cooldown to re-arrange your papers.","1","0","Potion","","","","","0","","300","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091361197658","030B0013ACCE8E5A","Darkfaver","Inventory","1","3","4","1879129751","Named","","1","BoundToCharacter","Medium Ingredients Bag","A medium bag enchanted to hold various items useful in crafting.  This bag can hold 45 different types of items in stacks of 2500.","0","100","BagOfSingletons","","","","","0","","5000","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091361197660","030B0013ACCE8E5C","Darkfaver","Inventory","1","4","1","1879265904","Undef","","1","BoundToAccount","Feywild Tuning Fork","A fine tuning fork that resonates with the Feywild. \n\nIf you have not yet spoken with Gale Estival and started the quest \qFables of the Feywild Part One\q this life, this item will place you in the Hut from Beyond, near the entrance to the Feywild Landscape. If you have, this item will send you directly to Wynwood Hall in the Feywild.\n\nThis item has a one-minute cooldown as the fork stops vibrating.","1","0","Potion","","","","","0","","300","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091361197661","030B0013ACCE8E5D","Darkfaver","Inventory","1","4","2","1879265908","Undef","","1","BoundToAccount","Feywild Muse (Level 5)","The Feywild muse is a bard, a guide, a friend and drinking companion. Emphasis on drinking companion.","5","1000","Contract","","","","","0","","50000","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269090600425206","030B00137F7616F6","Darkfaver","Inventory","1","2","2","1879049963","Undef","","0","","Robe","A fine robe.","8","2","Armor","","","Cloth","","8","Armor","3200","1","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269090555815388","030B00137CCD65DC","Darkfaver","Inventory","1","4","5","1879069982","Undef","","0","","Wand of Magic Missile (3rd)","A thin rod of blackened wood containing multiple charges of Magic Missile.","3","5","Wand","","","","","8192","Main Hand","450","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091359877350","030B0013ACBA68E6","Darkfaver","Inventory","2","4","1","1879170160","Undef","","1","","Ruby of Resonance 70","Drag this augment into a slot to upgrade a weapon with a +70 Equipment bonus to Sonic Spell Power. This augment can go in a Red, Orange, or Purple Augment Slot.","8","0","Augment","","","","","0","","900","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091956063778","030B0013D0437E22","Darkfaver","Inventory","2","1","1","1879246255","Undef","","1","BoundToAccount","Long Lasting Potion of 15 Ranged Power","Grants one hour of +15 Special bonus to Ranged Power.\n\nThis effect lasts for 60 minutes, lasts through death and rests, and cannot be dispelled.\n\nA small vial with an ounce of liquid within.\n\nBound-to-Account","1","0","Potion","","","","","0","","100","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269090651847531","030B00138286BB6B","Darkfaver","Inventory","1","1","3","1879057717","Random","","0","","Gloves","","9","2","Clothing","","","","","1024","Hands","3600","1","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091397956286","030B0013AEFF72BE","Darkfaver","Inventory","2","3","4","1879136996","Undef","","5","","Scrolls of Deadly Weapons","A heavy sheet of fine vellum reinforced at the top and bottom with strips of leather, covered with arcane writing.","13","1","Scroll","","","","","8192","Main Hand","1650","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269090624739978","030B001380E91A8A","Darkfaver","Inventory","1","3","1","1879080507","Undef","","0","","Wand of Nimbus of Light","A thin rod of blackened wood containing multiple charges of Nimbus of Light.","1","5","Wand","","","","","8192","Main Hand","75","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269090624739979","030B001380E91A8B","Darkfaver","Inventory","1","3","3","1879080470","Undef","","0","","Wand of False Life (10th)","A smooth mahogany wand containing multiple charges of False Life.","10","5","Wand","","","","","8192","Main Hand","4125","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","147211412828179334","020B00000081CB86","Darkfaver","Inventory","0","0","0","2030045485","Undef","","697","","Platinum","","0","0","","","","","","0","","0","0","0","0","",""
